RA,ano_pesquisa,fase,fase_ideal,defasagem,turma,genero,ano_nascimento,idade,ano_ingresso,rede_ensino,pedra_atual,pedra_ano_anterior,inde,inde_ano_anterior,iaa,ieg,ips,ipp,ida,ipv,ian,n_avaliacoes,indicado_bolsa,atingiu_pv,tempo_na_associacao,categoria_defasagem
RA-964,2024,1,2,-1,1R,Masculino,2014,10,2023,Pública,Ametista,Ametista,7.548241666600001,7.7997,9.502,8.333333332999999,7.51,7.96875,7.25,7.1675,5.0,4.0,,,1.0,Moderada
RA-1449,2024,1,2,-1,1R,Feminino,2014,10,2024,Pública,Ametista,,7.214341666700001,,7.418,8.3333333335,7.51,7.96875,6.75,7.04,5.0,4.0,,,0.0,Moderada
RA-801,2024,1,2,-1,1R,Masculino,2013,11,2022,Pública,Agata,Agata,6.6752,6.8735,9.002,5.75,7.51,6.25,8.0,5.745,5.0,4.0,,,2.0,Moderada
RA-1450,2024,1,1,0,1R,Masculino,2015,9,2024,Pública,Ametista,,7.405235714200002,,9.502,8.571428571,7.51,7.8125,3.5,7.5425,10.0,4.0,,,0.0,Em fase
RA-984,2024,1,1,0,1R,Feminino,2014,10,2023,Pública,Topazio,Topazio,8.475080952400003,8.8177,9.502,9.761904762,7.51,8.125,7.0,8.045,10.0,4.0,,,1.0,Em fase
RA-1451,2024,1,2,-1,1R,Feminino,2013,11,2024,Pública,Ametista,,7.560479761900002,,10.002,8.8095238095,7.51,7.96875,6.0,7.7525,5.0,4.0,,,0.0,Moderada
RA-967,2024,1,2,-1,1R,Masculino,2013,11,2023,Pública,Quartzo,Ametista,5.442610714300001,7.1347,9.502,3.5714285715,7.51,5.78125,4.75,4.995,5.0,4.0,,,1.0,Moderada
RA-968,2024,1,2,-1,1R,Feminino,2014,10,2023,Pública,Ametista,Topazio,7.8403547619000005,8.4942,9.002,8.8095238095,7.51,8.4375,7.75,7.6675,5.0,4.0,,,1.0,Moderada
RA-521,2024,2,2,0,2A,Masculino,2013,11,2022,Privada,Ametista,Agata,7.4798428571999995,6.768666667,8.002,9.0357142855,5.005,6.666666667,6.25,7.276666667,10.0,3.0,,,2.0,Em fase
RA-821,2024,2,2,0,2A,Masculino,2012,12,2022,Pública,Agata,,6.643866666600001,,8.502,5.9166666665,7.51,6.666666667,4.25,6.713333333,10.0,3.0,,,2.0,Em fase
RA-1075,2024,2,3,-1,2A,Feminino,2010,14,2023,Pública,Agata,Agata,6.8100812324,6.591333333,7.5,8.5154061625,3.755,7.708333333,6.0,7.553333333,5.0,3.0,,,1.0,Moderada
RA-1048,2024,2,1,1,2A,Feminino,2013,11,2023,Privada,Ametista,Ametista,7.5198666666000005,7.811366667,8.502,6.833333333500001,6.255,7.708333333,6.25,8.283333333,10.0,3.0,,,1.0,Em fase
RA-1082,2024,2,3,-1,2A,Feminino,2011,13,2023,Pública,Agata,Ametista,6.6114857142,7.1617,7.502,7.5714285715,10.0,7.083333333,3.75,6.943333333,5.0,3.0,,,1.0,Moderada
RA-680,2024,2,3,-1,2A,Feminino,2012,12,2021,Pública,Quartzo,Agata,4.9800714287000005,6.5855,0.0,6.6428571430000005,5.635,6.666666667,3.0,6.606666667,5.0,3.0,,,3.0,Moderada
RA-698,2024,2,2,0,2A,Masculino,2013,11,2021,Pública,Ametista,Ametista,7.3363190476,7.553616667,9.002,8.3214285715,6.88,7.291666667,4.5,7.273333333,10.0,3.0,,,3.0,Em fase
RA-1452,2024,2,2,0,2A,Masculino,2012,12,2024,Pública,Topazio,,8.6268666667,,9.002,10.0,7.51,7.916666667,7.75,8.17,10.0,3.0,,,0.0,Em fase
RA-1453,2024,2,3,-1,2A,Feminino,2012,12,2021,Pública,Ametista,,7.1234857143,,8.502,7.8214285715,6.25,7.5,6.5,7.67,5.0,3.0,,,3.0,Moderada
RA-1454,2024,2,2,0,2A,Feminino,2014,10,2023,Pública,Ametista,,7.7042238095,,8.002,5.880952381,7.51,7.708333333,7.75,8.28,10.0,3.0,,,1.0,Em fase
RA-1455,2024,2,3,-1,2A,Feminino,2012,12,2024,Pública,Agata,,6.6442555555,,8.002,7.777777778,7.51,7.708333333,3.5,7.833333333,5.0,3.0,,,0.0,Moderada
RA-529,2024,2,3,-1,2A,Masculino,2010,14,2021,Pública,Quartzo,Ametista,5.2661285715,7.278991667,7.002,6.6071428569999995,4.38,4.791666667,4.25,4.886666667,5.0,3.0,,,3.0,Moderada
RA-1456,2024,2,2,0,2A,Masculino,2012,12,2024,Pública,Topazio,,8.492914285800001,,9.502,9.511904762,7.51,7.5,7.75,7.946666667,10.0,3.0,,,0.0,Em fase
RA-1015,2024,2,2,0,2B,Feminino,2013,11,2023,Pública,Agata,Ametista,6.643252381000002,7.538908333,7.918,7.8214285715,7.51,6.041666667,4.0,5.66,10.0,3.0,,,1.0,Em fase
RA-483,2024,2,3,-1,2B,Feminino,2011,13,2021,Pública,Agata,Agata,6.578604762,6.3972,8.502,5.6428571430000005,6.26,8.125,5.25,8.056666667,5.0,3.0,,,3.0,Moderada
RA-497,2024,2,3,-1,2B,Feminino,2009,15,2021,Privada,Quartzo,Quartzo,4.4960809524,5.7191,7.502,6.095238095,5.63,5.625,1.0,3.506666667,5.0,3.0,,,3.0,Moderada
RA-1457,2024,2,3,-1,2B,Feminino,2011,13,2024,Pública,Agata,,6.0197761904,,3.498,8.0357142855,7.51,7.291666667,2.75,7.663333333,5.0,3.0,,,0.0,Moderada
RA-688,2024,2,2,0,2B,Masculino,2013,11,2022,Pública,Topazio,Topazio,8.986533333300002,8.0442,9.502,10.0,8.13,8.333333333,7.5,9.45,10.0,3.0,,,2.0,Em fase
RA-696,2024,2,2,0,2B,Feminino,2013,11,2021,Pública,Ametista,Ametista,7.482680952299999,7.172666667,7.418,7.845238095,7.51,7.708333333,5.25,8.0,10.0,3.0,,,3.0,Em fase
RA-1458,2024,2,3,-1,2B,Feminino,2012,12,2024,Pública,Quartzo,,5.879073684200001,,8.751,7.280701754500001,7.51,6.041666667,3.25,5.213333333,5.0,3.0,,,0.0,Moderada
RA-1034,2024,2,2,0,2B,Masculino,2013,11,2023,Pública,Topazio,Ametista,8.0333666666,7.9642,7.502,8.0833333335,7.51,7.708333333,7.5,8.223333333,10.0,3.0,,,1.0,Em fase
RA-491,2024,2,3,-1,2B,Masculino,2011,13,2022,Pública,Agata,Ametista,6.995247619100001,7.560533333,7.502,9.011904762,7.51,7.083333333,5.25,7.166666667,5.0,3.0,,,2.0,Moderada
RA-1027,2024,2,2,0,2B,Feminino,2013,11,2023,Pública,Topazio,Ametista,8.220866666700001,7.748866667,9.502,10.0,7.51,7.916666667,5.25,8.39,10.0,3.0,,,1.0,Em fase
RA-1023,2024,2,2,0,2B,Feminino,2014,10,2023,Pública,Topazio,Topazio,9.498580952300001,9.1342,9.502,9.511904762,9.375,8.958333333,9.5,9.563333333,10.0,3.0,,,1.0,Em fase
RA-686,2024,2,2,0,2C,Feminino,2013,11,2022,Pública,Topazio,Ametista,8.040259523700001,7.9642,8.002,8.7857142855,6.885,8.4375,7.25,7.503333333,10.0,3.0,,,2.0,Em fase
RA-480,2024,2,2,0,2C,Feminino,2012,12,2021,Pública,Ametista,Topazio,7.260202380900001,8.226408333,6.25,8.0714285715,7.51,7.8125,5.0,7.443333333,10.0,3.0,,,3.0,Em fase
RA-1459,2024,2,3,-1,2C,Masculino,2012,12,2024,Pública,Agata,,6.665390476100001,,8.002,8.2976190475,7.51,7.5,3.75,7.273333333,5.0,3.0,,,0.0,Moderada
RA-1460,2024,2,2,0,2C,Masculino,2012,12,2024,Pública,Agata,,6.784805263200001,,9.502,7.460526316,7.51,6.875,3.25,6.27,10.0,3.0,,,0.0,Em fase
RA-1017,2024,2,2,0,2C,Masculino,2012,12,2023,Pública,Ametista,Agata,7.345521428500001,6.505333333,9.502,7.8095238095,6.26,7.1875,5.0,7.443333333,10.0,3.0,,,1.0,Em fase
RA-499,2024,2,2,0,2C,Masculino,2012,12,2021,Pública,Ametista,Ametista,7.5794738095000005,7.8883,8.502,9.0476190475,7.51,7.1875,4.75,7.5,10.0,3.0,,,3.0,Em fase
RA-514,2024,2,2,0,2C,Feminino,2013,11,2022,Pública,Agata,Quartzo,6.219580952400001,5.823133333,9.002,7.595238095,4.385,5.625,3.0,5.996666667,10.0,3.0,,,2.0,Em fase
RA-1461,2024,2,3,-1,2C,Feminino,2012,12,2024,Pública,Agata,,6.871961904800001,,10.002,9.273809524,7.51,7.5,2.75,7.33,5.0,3.0,,,0.0,Moderada
RA-1462,2024,2,3,-1,2D,Feminino,2010,14,2024,Pública,Ametista,,7.6243666666,,8.502,10.0,7.51,8.125,6.5,7.053333333,5.0,3.0,,,0.0,Moderada
RA-1463,2024,2,2,0,2D,Masculino,2012,12,2024,Pública,Topazio,,9.074561111000001,,8.502,9.722222222,7.51,9.0625,10.0,8.113333333,10.0,3.0,,,0.0,Em fase
RA-1464,2024,2,3,-1,2D,Feminino,2011,13,2024,Pública,Ametista,,7.288424359,,8.002,7.794871795,7.51,9.0625,6.25,7.61,5.0,3.0,,,0.0,Moderada
RA-687,2024,2,2,0,2D,Masculino,2013,11,2022,Pública,Topazio,Ametista,8.2739844611,7.617533333,7.502,9.2355889725,7.51,8.75,7.25,8.003333333,10.0,3.0,,,2.0,Em fase
RA-1030,2024,2,2,0,2D,Masculino,2012,12,2023,Pública,Ametista,Ametista,7.7401916040000005,7.4027,7.418,8.28320802,4.385,7.8125,8.0,7.61,10.0,3.0,,,1.0,Em fase
RA-1465,2024,2,3,-1,2D,Masculino,2011,13,2024,Pública,Ametista,,7.3344666666,,7.418,8.75,7.51,8.75,5.75,7.833333333,5.0,3.0,,,0.0,Moderada
RA-522,2024,2,2,0,2D,Masculino,2013,11,2021,Pública,Topazio,Ametista,8.6777119048,7.890533333,8.002,9.523809524,7.51,8.4375,9.0,7.89,10.0,3.0,,,3.0,Em fase
RA-501,2024,2,2,0,2D,Masculino,2013,11,2021,Privada,Topazio,Topazio,8.2779474937,8.1357,7.002,7.9949874685,7.51,8.4375,8.75,8.17,10.0,3.0,,,3.0,Em fase
RA-1466,2024,2,2,0,2D,Masculino,2012,12,2024,Pública,Topazio,,8.213723809600001,,10.002,7.380952381,7.51,8.75,7.5,8.056666667,10.0,3.0,,,0.0,Em fase
RA-502,2024,2,2,0,2D,Feminino,2014,10,2021,Privada,Topazio,Topazio,8.5023309524,8.749075,9.002,9.761904762,3.755,9.0625,8.0,8.84,10.0,3.0,,,3.0,Em fase
RA-1467,2024,2,2,0,2D,Masculino,2012,12,2024,Pública,Topazio,,8.836711278200001,,9.002,9.022556391,7.51,8.75,9.25,8.28,10.0,3.0,,,0.0,Em fase
RA-1468,2024,2,2,0,2D,Feminino,2012,12,2024,Pública,Topazio,,8.1281028822,,8.502,8.972431078,7.51,8.4375,7.0,7.443333333,10.0,3.0,,,0.0,Em fase
RA-527,2024,2,2,0,2D,Feminino,2013,11,2022,Pública,Topazio,Ametista,8.1403666666,7.5682,9.002,10.0,7.51,8.125,6.0,7.383333333,10.0,3.0,,,2.0,Em fase
RA-1469,2024,2,3,-1,2D,Masculino,2011,13,2024,Pública,Ametista,,7.459755555500001,,8.502,9.4444444445,7.51,8.75,4.75,8.223333333,5.0,3.0,,,0.0,Moderada
RA-1470,2024,2,3,-1,2G,Feminino,2012,12,2024,Pública,Quartzo,,5.967421532000001,,8.002,6.35610766,6.26,6.875,5.0,5.4125,5.0,4.0,,,0.0,Moderada
RA-1471,2024,2,3,-1,2G,Masculino,2011,13,2024,Pública,Ametista,,7.404455434800001,,10.002,7.195652174,7.51,7.65625,7.5,7.2425,5.0,4.0,,,0.0,Moderada
RA-710,2024,2,3,-1,2G,Masculino,2012,12,2021,Pública,Ametista,Ametista,7.0366241342,7.0582,9.168,8.170995671,5.625,7.65625,6.75,6.5375,5.0,4.0,,,3.0,Moderada
RA-1472,2024,2,2,0,2G,Masculino,2012,12,2022,Pública,Topazio,,8.773575000000001,,8.502,10.0,7.51,7.96875,8.75,8.1275,10.0,4.0,,,2.0,Em fase
RA-837,2024,2,2,0,2G,Masculino,2014,10,2022,Pública,Ametista,Topazio,7.9648467391,8.2712,7.502,9.782608695499999,6.885,7.03125,6.75,7.5825,10.0,4.0,,,2.0,Em fase
RA-549,2024,2,3,-1,2G,Masculino,2012,12,2021,Pública,Agata,Ametista,6.5398187888,7.0297,10.002,7.204968943999999,6.255,6.40625,5.75,5.9125,5.0,4.0,,,3.0,Moderada
RA-571,2024,2,3,-1,2G,Feminino,2011,13,2021,Pública,Agata,Agata,6.2964554347999995,6.6097,7.002,8.695652174,4.375,7.03125,5.25,5.8325,5.0,4.0,,,3.0,Moderada
RA-731,2024,2,3,-1,2G,Feminino,2012,12,2021,Pública,Quartzo,Agata,4.7704873377000006,6.7742,9.502,4.188311688500001,4.375,5.78125,2.5,4.835,5.0,4.0,,,3.0,Moderada
RA-706,2024,2,2,0,2G,Feminino,2012,12,2021,Pública,Quartzo,Ametista,5.8701964286,7.1527,0.0,7.1428571430000005,6.26,7.65625,3.25,7.0,10.0,4.0,,,3.0,Em fase
RA-707,2024,2,3,-1,2G,Feminino,2012,12,2021,Pública,Agata,Agata,6.4975618421000005,6.518,7.917,7.7236842105,4.375,6.40625,6.5,6.415,5.0,4.0,,,3.0,Moderada
RA-1044,2024,2,2,0,2G,Feminino,2013,11,2023,Pública,Ametista,Ametista,7.966711904800001,7.629533333,7.502,9.523809524,7.51,7.1875,7.0,7.21,10.0,4.0,,,1.0,Em fase
RA-1054,2024,2,3,-1,2G,Masculino,2010,14,2023,Pública,Agata,Ametista,6.985788509300001,7.459533333,9.502,7.3291925465,7.51,7.1875,6.25,6.75,5.0,4.0,,,1.0,Moderada
RA-721,2024,2,2,0,2G,Feminino,2014,10,2021,Pública,Topazio,Topazio,8.8986026915,8.683366667,9.002,9.544513457499999,8.135,8.75,8.25,8.755,10.0,4.0,,,3.0,Em fase
RA-1473,2024,2,3,-1,2G,Masculino,2011,13,2024,Pública,Agata,,6.689320600500001,,9.502,8.4368530025,5.625,6.5625,5.25,6.415,5.0,4.0,,,0.0,Moderada
RA-735,2024,2,3,-1,2H,Feminino,2012,12,2021,Pública,Ametista,Ametista,7.7888467391,7.184,8.002,9.782608695499999,6.255,7.65625,8.0,7.705,5.0,4.0,,,3.0,Moderada
RA-712,2024,2,3,-1,2H,Masculino,2011,13,2021,Pública,Agata,Agata,6.2236373706000006,6.331533333,7.502,5.983436853,5.625,6.5625,6.75,6.04,5.0,4.0,,,3.0,Moderada
RA-1103,2024,2,2,0,2H,Masculino,2012,12,2023,Pública,Ametista,Ametista,7.861995031000001,7.574866667,8.502,7.763975155000001,7.51,7.5,7.25,7.54,10.0,4.0,,,1.0,Em fase
RA-570,2024,2,3,-1,2H,Feminino,2012,12,2021,Pública,Agata,Agata,6.8133640787,6.781033333,8.002,8.0020703935,5.625,7.1875,6.75,6.4075,5.0,4.0,,,3.0,Moderada
RA-713,2024,2,2,0,2H,Masculino,2013,11,2021,Pública,Ametista,Ametista,7.467500983400001,7.408033333,8.002,7.525879916999999,7.51,7.03125,6.75,6.79,10.0,4.0,,,3.0,Em fase
RA-714,2024,2,3,-1,2H,Masculino,2011,13,2021,Pública,Quartzo,Agata,5.4653662008,6.078666667,0.0,6.873706004,6.255,7.65625,4.0,6.9975,5.0,4.0,,,3.0,Moderada
RA-737,2024,2,2,0,2H,Feminino,2013,11,2022,Pública,Topazio,Topazio,8.4695488613,8.048033333,8.502,8.6542443065,6.885,7.5,9.25,8.0,10.0,4.0,,,2.0,Em fase
RA-1474,2024,2,2,0,2H,Feminino,2013,11,2024,Pública,Ametista,,7.384207505200001,,8.002,7.960662526,5.625,6.71875,7.5,6.2875,10.0,4.0,,,0.0,Em fase
RA-1036,2024,2,2,0,2H,Feminino,2012,12,2023,Pública,Topazio,Agata,8.2841303831,6.970583333,10.002,9.0890269155,7.51,7.65625,7.0,7.7475,10.0,4.0,,,1.0,Em fase
RA-576,2024,2,2,0,2H,Feminino,2012,12,2022,Pública,Topazio,Ametista,8.93195,7.984741667,8.502,10.0,7.51,7.8125,9.25,8.4975,10.0,4.0,,,2.0,Em fase
RA-577,2024,2,3,-1,2H,Feminino,2012,12,2022,Pública,Agata,Ametista,6.629159109700001,7.219366667,8.502,5.7660455485,5.625,6.5625,8.0,6.535,5.0,4.0,,,2.0,Moderada
RA-580,2024,2,3,-1,2H,Feminino,2012,12,2021,Pública,Ametista,Topazio,7.9281521222,8.4712,9.002,8.871635610999999,7.51,7.03125,9.25,7.2475,5.0,4.0,,,3.0,Moderada
RA-581,2024,2,3,-1,2H,Masculino,2012,12,2021,Pública,Ametista,Ametista,7.0833015528,7.7167,7.418,8.198757764,5.625,6.5625,8.75,6.165,5.0,4.0,,,3.0,Moderada
RA-841,2024,2,3,-1,2H,Masculino,2011,13,2022,Pública,Agata,Agata,6.035771224300001,6.78,10.002,6.3272311215000006,7.51,7.03125,3.25,5.83,5.0,4.0,,,2.0,Moderada
RA-730,2024,2,2,0,2I,Feminino,2012,12,2021,Pública,Topazio,Ametista,8.469255555700002,7.979325,8.002,7.152777778,6.885,9.166666667,9.5,8.666666667,10.0,3.0,,,3.0,Em fase
RA-855,2024,2,2,0,2I,Feminino,2013,11,2022,Pública,Topazio,Topazio,8.578533333400001,8.62995,9.002,10.0,7.51,7.5,8.5,7.386666667,10.0,3.0,,,2.0,Em fase
RA-820,2024,2,2,0,2I,Masculino,2013,11,2022,Pública,Ametista,Ametista,7.426572549100001,7.85605,10.002,6.573529412,7.51,8.333333333,6.25,6.386666667,10.0,3.0,,,2.0,Em fase
RA-715,2024,2,2,0,2I,Feminino,2013,11,2022,Pública,Quartzo,Quartzo,5.3098253133,5.8915,9.002,5.250626566499999,3.755,5.0,2.75,4.67,10.0,3.0,,,2.0,Em fase
RA-1038,2024,2,2,0,2I,Feminino,2013,11,2023,Pública,Ametista,Ametista,7.9646385965,7.736825,8.002,7.5438596495,7.51,7.5,8.5,7.273333333,10.0,3.0,,,1.0,Em fase
RA-1475,2024,2,2,0,2I,Feminino,2013,11,2024,Pública,Ametista,,7.413901754400001,,9.002,8.070175439,7.51,7.5,5.0,6.993333333,10.0,3.0,,,0.0,Em fase
RA-1039,2024,2,3,-1,2I,Masculino,2011,13,2023,Pública,Ametista,Ametista,7.549644444400001,7.686033333,8.002,9.722222222,7.51,7.5,7.25,6.77,5.0,3.0,,,1.0,Moderada
RA-745,2024,2,2,0,2I,Masculino,2013,11,2021,Privada,Topazio,Ametista,8.6102,7.668366667,9.002,10.0,6.26,7.5,8.5,8.17,10.0,3.0,,,3.0,Em fase
RA-718,2024,2,1,1,2I,Feminino,2014,10,2022,Pública,Topazio,Topazio,8.705811111100001,8.166866667,10.002,9.5138888885,5.635,7.5,9.5,7.946666667,10.0,3.0,,,2.0,Em fase
RA-1040,2024,2,3,-1,2I,Masculino,2011,13,2023,Pública,Ametista,Ametista,7.764199999900001,7.81545,9.502,8.5416666665,7.51,7.5,8.25,7.273333333,5.0,3.0,,,1.0,Moderada
RA-746,2024,2,2,0,2I,Masculino,2014,10,2022,Pública,Ametista,Agata,7.903311111100001,6.517166667,8.502,7.4305555555,7.51,7.5,8.0,7.33,10.0,3.0,,,2.0,Em fase
RA-1069,2024,2,2,0,2K,Masculino,2012,12,2023,Pública,Ametista,Ametista,7.678917391300001,7.590033333,9.002,7.0760869565,7.51,8.125,6.25,7.75,10.0,4.0,,,1.0,Em fase
RA-1476,2024,2,2,0,2K,Feminino,2013,11,2024,Pública,Topazio,,8.80795,,9.502,10.0,5.635,8.4375,8.5,8.7525,10.0,4.0,,,0.0,Em fase
RA-827,2024,2,2,0,2K,Feminino,2012,12,2022,Pública,Topazio,Ametista,8.2483467391,7.419925,10.002,9.782608695499999,5.01,7.65625,7.25,7.875,10.0,4.0,,,2.0,Em fase
RA-1477,2024,2,2,0,2K,Masculino,2012,12,2024,Pública,Ametista,,7.0514989130000005,,8.002,8.010869565,7.51,6.40625,5.0,6.2875,10.0,4.0,,,0.0,Em fase
RA-762,2024,2,4,-2,2K,Masculino,2010,14,2022,Pública,Quartzo,Ametista,5.9677326087,7.09945,10.002,6.4239130435,6.26,6.5625,3.75,5.7525,5.0,4.0,,,2.0,Moderada
RA-778,2024,2,2,0,2K,Feminino,2013,11,2021,Pública,Topazio,Ametista,8.0754139589,7.926825,10.002,8.1235697945,7.51,7.5,7.0,7.7475,10.0,4.0,,,3.0,Em fase
RA-591,2024,2,3,-1,2K,Masculino,2011,13,2021,Pública,Agata,Ametista,6.8360336957,7.1472,7.418,7.913043478500001,6.255,5.78125,7.5,6.54,5.0,4.0,,,3.0,Moderada
RA-1478,2024,2,2,0,2K,Masculino,2012,12,2024,Pública,Agata,,6.7210333334,,8.002,6.666666667,6.255,6.875,4.25,7.1225,10.0,4.0,,,0.0,Em fase
RA-829,2024,2,1,1,2K,Feminino,2014,10,2022,Privada,Topazio,Topazio,9.171825000000002,8.532075,9.502,9.75,9.38,8.90625,8.0,9.215,10.0,4.0,,,2.0,Em fase
RA-1479,2024,2,2,0,2K,Masculino,2012,12,2024,Pública,Agata,,6.615766239300001,,8.502,6.1965811965,7.51,7.1875,4.25,6.0325,10.0,4.0,,,0.0,Em fase
RA-1480,2024,2,3,-1,2K,Masculino,2011,13,2024,Pública,Ametista,,7.09445,,8.502,8.875,7.51,7.1875,5.5,6.9975,5.0,4.0,,,0.0,Moderada
RA-438,2024,2,3,-1,2K,Masculino,2012,12,2022,Pública,Ametista,Agata,7.930283695700001,6.9883,9.168,8.6630434785,7.51,7.96875,8.25,7.915,5.0,4.0,,,2.0,Moderada
RA-607,2024,2,2,0,2K,Masculino,2012,12,2022,Pública,Ametista,Ametista,7.6486021739000005,7.333075,8.502,7.4782608695,7.51,7.1875,7.0,7.165,10.0,4.0,,,2.0,Em fase
RA-1481,2024,2,3,-1,2K,Feminino,2012,12,2024,Pública,Agata,,6.860721739100001,,8.502,8.782608695499999,7.51,6.875,4.75,6.8275,5.0,4.0,,,0.0,Moderada
RA-1482,2024,2,3,-1,2K,Masculino,2010,14,2024,Pública,Quartzo,,5.2257,,8.502,5.0,7.51,7.5,0.0,6.8725,5.0,4.0,,,0.0,Moderada
RA-1483,2024,2,2,0,2K,Masculino,2013,11,2024,Pública,Ametista,,7.311433695700001,,9.502,7.913043478500001,7.51,5.78125,6.5,5.7475,10.0,4.0,,,0.0,Em fase
RA-1484,2024,2,3,-1,2L,Feminino,2010,14,2024,Pública,Ametista,,7.754200000000001,,9.002,10.0,6.26,7.5,7.0,7.89,5.0,3.0,,,0.0,Moderada
RA-1485,2024,2,3,-1,2L,Masculino,2011,13,2024,Pública,Agata,,6.7386875776999995,,9.002,7.7432712215,5.625,7.5,5.0,7.386666667,5.0,3.0,,,0.0,Moderada
RA-1486,2024,2,2,0,2L,Masculino,2013,11,2024,Pública,Agata,,6.865474509900001,,8.002,5.431372549,6.26,7.916666667,5.75,7.056666667,10.0,3.0,,,0.0,Em fase
RA-597,2024,2,2,0,2L,Masculino,2013,11,2022,Pública,Ametista,Topazio,7.843291097300001,8.49045,9.002,9.3271221535,7.51,7.5,6.0,6.883333333,10.0,3.0,,,2.0,Em fase
RA-624,2024,2,2,0,2L,Masculino,2012,12,2022,Pública,Ametista,Topazio,7.229425672900001,8.270825,8.002,8.219461698,7.51,7.916666667,4.0,7.213333333,10.0,3.0,,,2.0,Em fase
RA-1487,2024,2,3,-1,2L,Feminino,2011,13,2024,Pública,Topazio,,8.0267434782,,10.002,9.5652173915,6.26,7.708333333,8.25,7.833333333,5.0,3.0,,,0.0,Moderada
RA-1488,2024,2,2,0,2L,Feminino,2013,11,2024,Pública,Agata,,6.7668935818000016,,8.002,7.111801242,7.51,7.5,3.5,6.716666667,10.0,3.0,,,0.0,Em fase
RA-1489,2024,2,3,-1,2L,Masculino,2012,12,2024,Pública,Quartzo,,5.9842289855000015,,9.002,5.793478261000001,6.26,6.666666667,5.0,5.663333333,5.0,3.0,,,0.0,Moderada
RA-600,2024,2,2,0,2L,Feminino,2013,11,2021,Pública,Ametista,Ametista,7.847373913,7.651658333,8.002,8.010869565,7.51,7.5,7.5,7.22,10.0,3.0,,,3.0,Em fase
RA-663,2024,2,3,-1,2L,Masculino,2012,12,2022,Pública,Agata,Agata,6.696419461700001,6.969133333,8.502,7.0910973085,5.625,6.875,6.5,6.89,5.0,3.0,,,2.0,Moderada
RA-1490,2024,2,3,-1,2L,Feminino,2012,12,2024,Privada,Ametista,,7.3725768116,,8.502,9.5652173915,6.26,6.666666667,7.75,6.333333333,5.0,3.0,,,0.0,Moderada
RA-1491,2024,2,2,0,2L,Masculino,2012,12,2024,Pública,Ametista,,7.5072,,9.002,6.25,7.51,7.5,6.5,7.78,10.0,3.0,,,0.0,Em fase
RA-1066,2024,2,2,0,2L,Feminino,2013,11,2023,Pública,Ametista,Ametista,7.9326223603,7.262616667,9.502,8.3954451345,6.26,7.5,7.25,7.386666667,10.0,3.0,,,1.0,Em fase
RA-630,2024,2,2,0,2L,Masculino,2013,11,2022,Pública,Agata,Ametista,6.879985507300001,7.199991667,0.0,8.4782608695,7.51,7.5,5.75,7.666666667,10.0,3.0,,,2.0,Em fase
RA-1492,2024,2,1,1,2L,Masculino,2014,10,2024,Pública,Topazio,,8.479020512900002,,8.002,8.8141025645,7.51,8.75,8.0,8.45,10.0,3.0,,,0.0,Em fase
RA-834,2024,2,2,0,2L,Masculino,2013,11,2022,Pública,Topazio,Topazio,8.513646169700001,8.662616667,8.002,9.109730849,6.26,7.708333333,8.75,8.723333333,10.0,3.0,,,2.0,Em fase
RA-784,2024,2,2,0,2M,Feminino,2013,11,2022,Privada,Topazio,Topazio,8.8857454545,8.171366667,8.002,9.7727272725,5.635,9.375,8.75,9.4,10.0,3.0,,,2.0,Em fase
RA-1059,2024,2,2,0,2M,Masculino,2013,11,2023,Pública,Topazio,Ametista,8.678450000000002,7.763741667,8.002,10.0,6.26,9.0625,7.5,9.23,10.0,3.0,,,1.0,Em fase
RA-612,2024,2,2,0,2M,Feminino,2012,12,2021,Privada,Topazio,Topazio,9.134040909100001,8.410783333,8.002,9.5454545455,6.26,9.6875,9.75,9.4,10.0,3.0,,,3.0,Em fase
RA-1060,2024,2,2,0,2M,Masculino,2012,12,2023,Pública,Agata,Ametista,6.448416666600001,7.095741667,9.585,6.0,6.26,7.8125,3.25,6.163333333,10.0,3.0,,,1.0,Em fase
RA-761,2024,2,2,0,2M,Masculino,2013,11,2022,Pública,Topazio,Topazio,8.174593939300001,8.219533333,8.502,8.8636363635,6.26,8.75,7.25,8.003333333,10.0,3.0,,,2.0,Em fase
RA-1493,2024,2,3,-1,2M,Masculino,2012,12,2024,Pública,Agata,,6.378661323900001,,8.502,7.8468899525,7.51,7.1875,4.0,5.946666667,5.0,3.0,,,0.0,Moderada
RA-665,2024,2,3,-1,2M,Feminino,2011,13,2022,Pública,Quartzo,Agata,5.698703030200001,6.185658333,8.334,5.068181818,5.63,7.5,4.75,5.443333333,5.0,3.0,,,2.0,Moderada
RA-1115,2024,2,2,0,2M,Feminino,2012,12,2023,Pública,Agata,Agata,6.570068686900001,6.474,8.002,4.2676767675,7.51,7.5,6.25,5.826666667,10.0,3.0,,,1.0,Em fase
RA-1061,2024,2,2,0,2M,Masculino,2013,11,2023,Pública,Topazio,Topazio,8.76595,8.196533333,8.502,10.0,6.26,8.4375,8.5,8.73,10.0,3.0,,,1.0,Em fase
RA-1494,2024,2,2,0,2M,Feminino,2013,11,2024,Pública,Quartzo,,5.8748823529,,0.0,6.7794117645,7.51,7.5,4.25,5.84,10.0,3.0,,,0.0,Em fase
